***All slide window sequence number prediction probability***
Number	annotation	Promoter	Promoter probability
2034	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:332-632	No	0.0395106
2035	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:333-633	No	0.0045573
2036	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:334-634	No	0.00740242
2037	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:335-635	No	0.0374679
2038	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:336-636	No	0.0591021
2039	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:337-637	No	0.0553752
2040	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:338-638	No	0.0365991
2041	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:339-639	No	0.063348
2042	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:340-640	No	0.365485
2043	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:341-641	Yes	0.956658
2044	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:342-642	Yes	0.573655
2045	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:343-643	No	0.158665
2046	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:344-644	No	0.0409554
2047	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:345-645	No	0.0970827
2048	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:346-646	No	0.0876373
2049	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:347-647	No	0.115369
2050	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:348-648	No	0.0370751
2051	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:349-649	No	0.0202936
2052	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:350-650	No	0.033212
2053	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:351-651	No	0.0450185
2054	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:352-652	No	0.025086
2055	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:353-653	No	0.0196316
2056	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:354-654	No	0.154445
2057	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:355-655	No	0.0735973
2058	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:356-656	Yes	0.908331
2059	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:357-657	No	0.179687
2060	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:358-658	Yes	0.596639
2061	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:359-659	No	0.0190038
2062	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:360-660	No	0.0133779
2063	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:361-661	No	0.00253005
2064	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:362-662	No	0.01294
2065	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:363-663	No	0.00898755
2066	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:364-664	No	0.139408
2067	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:365-665	No	0.0185528
2068	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:366-666	No	0.05832
2069	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:367-667	No	0.0231964
2070	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:368-668	No	0.105946
2071	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:369-669	No	0.189149
2072	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:370-670	Yes	0.817449
2073	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:371-671	No	0.0628623
2074	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:372-672	No	0.00382344
2075	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:373-673	No	0.0083479
2076	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:374-674	No	7.56918e-006
2077	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:375-675	No	0.0066215
2078	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:376-676	No	0.0171138
2079	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:377-677	No	0.0261168
2080	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:378-678	No	0.0036527
2081	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:379-679	No	0.0445079
2082	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:380-680	No	0.0276284
2083	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:381-681	No	0.00534974
2084	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:382-682	No	1.34853e-005
2085	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:383-683	No	0.0152532
2086	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:384-684	No	0.017987
2087	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:385-685	No	0.00388134
2088	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:386-686	No	0.209945
2089	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:387-687	No	0.311431
2090	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:388-688	No	0.217872
2091	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:389-689	No	0.0186146
2092	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:390-690	No	0.0710907
2093	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:391-691	No	0.0236089
2094	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:392-692	No	0.00788985
2095	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:393-693	No	0.0324859
2096	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:394-694	No	0.0040136
2097	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:395-695	No	0.0112955
2098	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:396-696	No	0.004531
2099	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:397-697	No	0.0056825
2100	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:398-698	No	0.0081571
2101	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:399-699	No	0.153396
2102	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:400-700	Yes	0.928891
2103	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:401-701	Yes	0.939263
2104	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:402-702	No	0.0377348
2105	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:403-703	No	0.00627992
2106	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:404-704	No	0.00875852
2107	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:405-705	No	3.36579e-006
2108	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:406-706	No	0.0137676
2109	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:407-707	No	0.0161345
2110	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:408-708	No	1.72433e-005
2111	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:409-709	No	0.0249138
2112	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:410-710	No	0.0229228
2113	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:411-711	No	4.78958e-006
2114	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:412-712	No	3.36945e-006
2115	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:413-713	No	0.00274022
2116	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:414-714	No	1.74117e-005
2117	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:415-715	No	1.89821e-005
2118	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:416-716	No	0.0305398
2119	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:417-717	No	0.0264667
2120	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:418-718	No	0.00439038
2121	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:419-719	No	1.41792e-005
2122	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:420-720	No	0.0336501
2123	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:421-721	No	0.00997623
2124	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:422-722	No	0.010517
2125	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:423-723	No	0.00408936
2126	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:424-724	No	0.00919912
2127	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:425-725	No	0.00391367
2128	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:426-726	No	0.011768
2129	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:427-727	No	0.0595088
2130	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:428-728	No	0.00505481
2131	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:429-729	No	0.0130356
2132	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:430-730	No	0.0320659
2133	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:431-731	No	0.00483254
2134	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:432-732	No	0.0322753
2135	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:433-733	No	7.58298e-006
2136	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:434-734	No	1.45967e-006
2137	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:435-735	No	7.88161e-006
2138	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:436-736	No	2.69858e-006
2139	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:437-737	No	0.00367313
2140	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:438-738	No	0.0045094
2141	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:439-739	No	3.37418e-006
2142	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:440-740	No	1.6561e-005
2143	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:441-741	No	0.00528711
2144	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:442-742	No	7.05875e-006
2145	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:443-743	No	0.00321445
2146	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:444-744	No	7.14954e-006
2147	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:445-745	No	4.26673e-006
2148	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:446-746	No	1.3425e-005
2149	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:447-747	No	2.79816e-006
2150	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:448-748	No	0.00276758
2151	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:449-749	No	0.00626485
2152	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:450-750	No	1.45176e-006
2153	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:451-751	No	1.57373e-006
2154	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:452-752	No	1.88761e-005
2155	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:453-753	No	0.00269523
2156	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:454-754	No	6.93601e-006
2157	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:455-755	No	9.38891e-006
2158	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:456-756	No	2.42685e-006
2159	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:457-757	No	1.00954e-006
2160	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:458-758	No	0.00307454
2161	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:459-759	No	4.19091e-006
2162	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:460-760	No	0.00695242
2163	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:461-761	No	1.59336e-005
2164	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:462-762	No	4.33056e-006
2165	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:463-763	No	0.00356614
2166	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:464-764	No	6.84487e-006
2167	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:465-765	No	0.0029693
2168	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:466-766	No	3.32253e-006
2169	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:467-767	No	1.68615e-006
2170	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:468-768	No	7.45157e-006
2171	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:469-769	No	9.9051e-006
2172	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:470-770	No	0.00355075
2173	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:471-771	No	0.00405754
2174	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:472-772	No	1.73618e-006
2175	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:473-773	No	4.57816e-006
2176	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:474-774	No	0.00457013
2177	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:475-775	No	0.00524698
2178	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:476-776	No	0.0119773
2179	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:477-777	No	0.048144
2180	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:478-778	No	0.00726878
2181	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:479-779	No	0.0159106
2182	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:480-780	No	2.30868e-006
2183	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:481-781	No	0.00427365
2184	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:482-782	No	1.27344e-006
2185	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:483-783	No	1.56113e-006
2186	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:484-784	No	2.58015e-006
2187	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:485-785	No	1.06718e-005
2188	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:486-786	No	0.00280992
2189	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:487-787	No	0.00408925
2190	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:488-788	No	7.06945e-006
2191	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:489-789	No	6.10777e-006
2192	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:490-790	No	0.00897944
2193	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:491-791	No	0.00321422
2194	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:492-792	No	0.00745381
2195	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:493-793	No	3.68477e-006
2196	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:494-794	No	2.45442e-006
2197	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:495-795	No	1.32405e-006
2198	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:496-796	No	7.71821e-006
2199	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:497-797	No	6.68054e-006
2200	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:498-798	No	6.59668e-006
2201	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:499-799	No	1.32968e-005
2202	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:500-800	No	0.00267102
2203	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:501-801	No	0.0103587
2204	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:502-802	No	0.0333905
2205	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:503-803	No	0.00649318
2206	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:504-804	No	0.0034704
2207	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:505-805	No	3.91735e-006
2208	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:506-806	No	8.04622e-006
2209	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:507-807	No	5.2228e-006
2210	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:508-808	No	1.56362e-005
2211	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:509-809	No	8.09114e-006
2212	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:510-810	No	5.14457e-006
2213	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:511-811	No	0.00260743
2214	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:512-812	No	0.0125759
2215	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:513-813	No	0.013647
2216	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:514-814	No	0.014062
2217	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:515-815	No	1.0759e-006
2218	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:516-816	No	2.32394e-006
2219	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:517-817	No	1.44098e-005
2220	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:518-818	No	4.19121e-006
2221	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:519-819	No	9.51215e-006
2222	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:520-820	No	6.61145e-006
2223	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:521-821	No	1.46669e-005
2224	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:522-822	No	0.00312521
2225	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:523-823	No	0.0390611
2226	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:524-824	No	0.0585632
2227	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:525-825	No	0.00505146
2228	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:526-826	No	2.36844e-006
2229	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:527-827	No	1.59e-006
2230	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:528-828	No	7.20123e-006
2231	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:529-829	No	9.75105e-006
2232	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:530-830	No	1.51427e-005
2233	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:531-831	No	0.00498601
2234	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:532-832	No	0.00662071
2235	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:533-833	No	0.00315102
2236	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:534-834	No	0.0439177
2237	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:535-835	No	0.0494791
2238	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:536-836	No	0.00539808
2239	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:537-837	No	2.77926e-006
2240	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:538-838	No	3.65737e-006
2241	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:539-839	No	1.48248e-005
2242	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:540-840	No	0.00332026
2243	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:541-841	No	0.00637162
2244	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:542-842	No	0.00519069
2245	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:543-843	No	0.00402728
2246	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:544-844	No	0.0047092
2247	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:545-845	No	0.00295063
2248	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:546-846	No	1.21171e-005
2249	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:547-847	No	0.00569443
2250	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:548-848	No	5.06054e-006
2251	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:549-849	No	0.00258262
2252	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:550-850	No	0.00402685
2253	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:551-851	No	0.00661398
2254	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:552-852	No	0.00526983
2255	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:553-853	No	0.00645218
2256	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:554-854	No	3.4439e-006
2257	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:555-855	No	4.44214e-006
2258	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:556-856	No	2.42302e-006
2259	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:557-857	No	0.00286152
2260	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:558-858	No	1.19521e-005
2261	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:559-859	No	2.41084e-006
2262	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:560-860	No	7.48993e-006
2263	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:561-861	No	0.00528246
2264	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:562-862	No	0.00699926
2265	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:563-863	No	0.00484765
2266	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:564-864	No	5.8851e-006
2267	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:565-865	No	1.46734e-005
2268	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:566-866	No	0.00255141
2269	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:567-867	No	1.01214e-005
2270	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:568-868	No	0.00266116
2271	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:569-869	No	0.00876721
2272	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:570-870	No	0.00305538
2273	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:571-871	No	0.0128704
2274	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:572-872	No	0.00706852
2275	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:573-873	No	0.0037884
2276	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:574-874	No	0.00547352
2277	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:575-875	No	0.00564584
2278	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:576-876	No	0.0147109
2279	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:577-877	No	0.00782583
2280	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:578-878	No	0.00312836
2281	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:579-879	No	0.00284995
2282	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:580-880	No	0.00625655
2283	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:581-881	No	0.00415213
2284	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:582-882	No	0.0273427
2285	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:583-883	No	0.0233207
2286	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:584-884	No	0.0126543
2287	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:585-885	No	0.00421974
2288	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:586-886	No	0.0321611
2289	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:587-887	No	0.0137844
2290	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:588-888	No	0.0202418
2291	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:589-889	No	0.0151712
2292	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:590-890	No	0.00469197
2293	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:591-891	No	0.0127847
2294	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:592-892	No	0.0420377
2295	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:593-893	No	0.00325077
2296	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:594-894	No	0.0027567
2297	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:595-895	No	0.00440748
2298	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:596-896	No	0.00291135
2299	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:597-897	No	0.00517512
2300	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:598-898	No	0.0147198
2301	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:599-899	No	0.0200263
2302	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:600-900	No	0.0130369
2303	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:601-901	No	0.0196437
2304	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:602-902	No	1.06801e-005
2305	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:603-903	No	0.00399046
2306	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:604-904	No	0.0102156
2307	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:605-905	No	0.00373242
2308	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:606-906	No	0.00958165
2309	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:607-907	No	0.00409229
2310	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:608-908	No	0.0263982
2311	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:609-909	No	0.00734899
2312	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:610-910	No	0.02412
2313	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:611-911	No	0.0121034
2314	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:612-912	No	0.0152624
2315	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:613-913	No	0.0656784
2316	CRE09885 Unspliced + UTR + upstream + downstream (914bp),site:614-914	No	0.0172635
